"author/first_name","author/headline","author/last_name","author/profile_url","author/username","document/page_count","document/thumbnail","document/title","document/url","full_urn","media/images/0/height","media/images/0/url","media/images/0/width","media/images/1/height","media/images/1/url","media/images/1/width","media/images/2/height","media/images/2/url","media/images/2/width","media/images/3/height","media/images/3/url","media/images/3/width","media/images/4/height","media/images/4/url","media/images/4/width","media/images/5/height","media/images/5/url","media/images/5/width","media/images/6/height","media/images/6/url","media/images/6/width","media/images/7/height","media/images/7/url","media/images/7/width","media/thumbnail","media/type","media/url","pagination_token","post_type","posted_at/date","posted_at/relative","posted_at/timestamp","reshared_post/author/first_name","reshared_post/author/headline","reshared_post/author/last_name","reshared_post/author/profile_picture","reshared_post/author/profile_url","reshared_post/author/username","reshared_post/media/images/0/height","reshared_post/media/images/0/url","reshared_post/media/images/0/width","reshared_post/media/images/1/height","reshared_post/media/images/1/url","reshared_post/media/images/1/width","reshared_post/media/images/2/height","reshared_post/media/images/2/url","reshared_post/media/images/2/width","reshared_post/media/images/3/height","reshared_post/media/images/3/url","reshared_post/media/images/3/width","reshared_post/media/thumbnail","reshared_post/media/type","reshared_post/media/url","reshared_post/post_type","reshared_post/posted_at/date","reshared_post/posted_at/relative","reshared_post/posted_at/timestamp","reshared_post/stats/celebrate","reshared_post/stats/comments","reshared_post/stats/funny","reshared_post/stats/insight","reshared_post/stats/like","reshared_post/stats/love","reshared_post/stats/reposts","reshared_post/stats/support","reshared_post/stats/total_reactions","reshared_post/text","reshared_post/url","reshared_post/urn/activity_urn","reshared_post/urn/share_urn","reshared_post/urn/ugcPost_urn","stats/celebrate","stats/comments","stats/funny","stats/insight","stats/like","stats/love","stats/reposts","stats/support","stats/total_reactions","text","url","urn/activity_urn","urn/share_urn","urn/ugcPost_urn"
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7380806524945731584",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-10-06 05:30:04","1 month ago • Visible to anyone on or off LinkedIn","1759721404301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","84","0","4","260","11","3","7","284","Founders often get caught up in being the first to launch. They race to grab headlines, close the initial round, and claim they are defining a category.

The truth is, being first rarely matters. What matters is being right.
India has shown this again and again.

The first e-commerce companies were not the ones that won. The first food delivery apps were not the ones that survived. The first D2C brands in categories like beauty or personal care are not the ones leading today.

Why? Because the market does not reward pioneers. It rewards those who execute, who adapt, who understand the customer deeply and scale patiently.

The founder who listens to their customer will always beat the founder who rushes to be early.

If you are spending more time worrying about competitors than about whether your customer is coming back, you are fighting the wrong battle.

First mover advantage is a headline. Real advantage comes from retention, insight, and execution.

So the question is not “Can I be the first?”
It is “Can I be the one that lasts?”


#india #entrepreneurship #strategy #future #success","https://www.linkedin.com/posts/rishabhmariwala_india-entrepreneurship-strategy-activity-7380806524945731584-mule?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7380806524945731584","7363088786269908992",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7379719354130657280",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-10-03 05:30:02","2 months ago • Visible to anyone on or off LinkedIn","1759462202580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","82","0","3","351","21","5","3","384","The underrated moat: trust

In Indian consumer businesses, trust compounds faster than capital.

It is built quietly. Deliveries that reach smaller towns on time. Refunds that happen without a fight. Products that are consistent every single time.

We often celebrate blitzscaling. But the brands that become household names in India are the ones that customers feel safe to reorder from. Whether it is daily staples or premium experiences, trust drives repeat more than any campaign.

Trust does not show up on your P&L every quarter but it defines your P&L every decade.


#india #startups #trust #future #success #investing","https://www.linkedin.com/posts/rishabhmariwala_india-startups-trust-activity-7379719354130657280-dk1N?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7379719354130657280","7363087056908017664",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7378994607327625216","414","https://media.licdn.com/dms/image/v2/D4D22AQG4kIdcE01Exw/feedshare-shrink_800/B4DZi7xeSVGkAg-/0/1755496966829?e=1766620800&v=beta&t=UdBnolEpk4IjamMk_KkkJNGTLjSWHw5mOeTwws2sF_k","621",,,,,,,,,,,,,,,,,,,,,,,"image","https://media.licdn.com/dms/image/v2/D4D22AQG4kIdcE01Exw/feedshare-shrink_800/B4DZi7xeSVGkAg-/0/1755496966829?e=1766620800&v=beta&t=UdBnolEpk4IjamMk_KkkJNGTLjSWHw5mOeTwws2sF_k","dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-10-01 05:30:09","2 months ago • Visible to anyone on or off LinkedIn","1759289409477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","89","0","6","563","39","9","13","624","The founder’s real job is energy management.

We talk about capital management. Time management. Talent management.
But what I watch most closely is energy management.

In India, where building often feels like a marathon through roadblocks compliance, infrastructure, shifting consumer behaviour, the founder’s energy is the single biggest variable. If you stay calm through chaos, the team rallies. If you are frantic even in routine, the team cracks.

Energy is contagious. Investors sense it in reviews. Employees absorb it daily. Customers feel it in your brand voice.

The best founders treat their energy as an asset. They protect it, renew it, and deploy it with intention.

Where energy flows, everything else follows.


#india #startups #entrepreneurship #mindset #growth #productivity","https://www.linkedin.com/posts/rishabhmariwala_india-startups-entrepreneurship-activity-7378994607327625216-c3kU?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7378994607327625216","7363087953851572224",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7378269847580741633",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-29 05:30:13","2 months ago • Visible to anyone on or off LinkedIn","1759116613288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","83","0","13","390","16","1","10","431","Consumer businesses in India take longer than people think.

Habits take time to form across geographies. Trust takes time to travel from metros to Tier 3 towns. Distribution takes time when every region has its own realities of logistics, payments, and culture.

The temptation is to declare success or failure too early. But I have seen businesses that looked flat in year two inflect in year five once trust and reach compounded. I have also seen others keep burning in hope when the customer signal was clearly missing.

The art is knowing which game you are in.

If you are building in consumer in India, the long game is not optional. It is the game.


#India #Startups #Consumer #Growth","https://www.linkedin.com/posts/rishabhmariwala_india-startups-consumer-activity-7378269847580741633-3JUb?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7378269847580741633","7363088150207909888",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7373921164190117888",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-17 05:30:06","2 months ago • Visible to anyone on or off LinkedIn","1758079806373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","56","0","9","255","9","5","3","279","The hidden cost of easy capital...

There is such a thing as money that comes too cheap, too soon.

In the last cycle, India saw D2C brands raise millions in seed and Series A rounds before unit economics were even tested. Teams grew faster than demand. Warehouses opened before product-market fit. Marketing spends ballooned while customer loyalty remained shallow.

Easy money makes everything look smooth. Until the cycle turns. Then habits built in abundance become liabilities in scarcity.

The founders who last are the ones who run the same way in both seasons. With focus. With frugality. With clarity.

Capital should not change your DNA. It should amplify it.


#india #startups #growth #mindset #strategy","https://www.linkedin.com/posts/rishabhmariwala_india-startups-growth-activity-7373921164190117888-HX1W?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7373921164190117888","7363086623053377536",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7373196368250757120",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-15 05:30:01","2 months ago • Visible to anyone on or off LinkedIn","1757907001555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","76","1","9","268","9","6","4","292","The danger of chasing categories, not customers.

Every quarter, I meet founders who proudly say, “We are in the quick commerce space” or “We are building for D2C beauty.”

The label sounds good in a pitch room. But my first question is always the same. Who is your customer?

Because categories are investor constructs. Customers do not think in categories. They think in problems.

In India, I have seen founders chase “hot” tags like edtech or BNPL because capital was flowing, only to realise that retention and monetisation were weak once the initial hype wore off. 

At the same time, I have seen businesses solving everyday challenges like affordable protein or efficient distribution in Tier 2 towns not glamorous categories, but deeply needed. They scaled quietly, sustainably.

If your customer does not care about the category, then neither should you. Build for a person, not for a slide.


#india #startups #culture #ecosystem #growth #success","https://www.linkedin.com/posts/rishabhmariwala_india-startups-culture-activity-7373196368250757120-BJPg?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7373196368250757120","7363086365523140608",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7372109206272966656",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-12 05:30:01","2 months ago • Visible to anyone on or off LinkedIn","1757647801941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","72","0","14","204","6","2","1","226","The real signal in customer feedback.

Founders love hearing customer praise. It feels good. It motivates. But from an investor’s seat, praise is noise.

The real signal is in behaviour. Does the customer come back without discounts? Do they refer others? Do they use your product daily or weekly, even without nudges?

In consumer, intent and action are often misaligned. People say they love a product. Then they stop using it two weeks later.

As a founder, train yourself to look past words. Study the data. Study repeat rates, retention curves, usage frequency.

The harshest truth in consumer is this: customers vote with their time and wallet, not their compliments.


#india #startups #customer #feedback","https://www.linkedin.com/posts/rishabhmariwala_india-startups-customer-activity-7372109206272966656-GeqB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7372109206272966656","7363085552050462720",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7371399542006517760",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-10 06:30:04","2 months ago • Visible to anyone on or off LinkedIn","1757478604795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","112","0","22","448","22","5","4","498","Distribution before perfection.

Founders often wait until a product is “ready” before testing distribution.

The reality is the opposite. Distribution is what validates if a product should even exist.

I have seen average products succeed with strong distribution, and brilliant products fail because no one could access them.

In India, where channels are fragmented and habits vary across regions, distribution is half the battle.

Perfect products do not win. Reach does.


#india #startups #distribution #network #success","https://www.linkedin.com/posts/rishabhmariwala_india-startups-distribution-activity-7371399542006517760-e74U?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7371399542006517760","7363085272412053507",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7370662136953442304",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-08 05:39:53","2 months ago • Visible to anyone on or off LinkedIn","1757302793730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","68","0","10","195","6","4","2","213","Global envy vs. local insight.
Many pitches I see borrow heavily from global playbooks. “This worked in the US, so it will work in India.”

Sometimes it translates. Most times it does not.

India is not one market. It is many. Urban and rural. North and South. Affluent and aspirational.

The founders who stand out are those who design for Indian nuance. Payment behaviours, family dynamics, trust gaps, regional preferences.

It is tempting to copy global winners. But real opportunity comes from solving what is uniquely ours.


#india #startups #mindset #strategy #success","https://www.linkedin.com/posts/rishabhmariwala_india-startups-mindset-activity-7370662136953442304--ojk?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7370662136953442304","7370662136345350144",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7369572496494284801",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-05 05:30:03","3 months ago • Visible to anyone on or off LinkedIn","1757043003200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","89","0","18","368","21","6","5","413","We talk a lot about product–market fit. Less about founder–market fit.

I see this often: highly capable founders building in categories they do not care about. They enter because the market looks big, not because they have conviction.

This shows up later in tough cycles. When things get hard, only deep founder conviction carries teams forward. Without it, pivots become endless, morale drops, and investors lose patience.

The best founders are not only solving large problems. They are solving problems that feel personal. That depth shows in how they think, how they hire, and how they sell.

Market size matters. But conviction is the multiplier.


#india #market #startups #growth #future","https://www.linkedin.com/posts/rishabhmariwala_india-market-startups-activity-7369572496494284801--9LV?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7369572496494284801","7363084864255856641",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7368847714232569857",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-03 05:30:01","3 months ago • Visible to anyone on or off LinkedIn","1756870201643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","157","0","42","759","27","12","10","845","Great founders are obsessed with distribution moats.

Every product can be copied. Every feature will be replicated.

What cannot be easily replicated is distribution.

The ability to reach customers cheaper, faster, and deeper than competitors.

In India, distribution moats look very different than in the West. It might be local supply chain networks. It might be a salesforce trusted in Tier-2 cities. It might be a loyalty loop built through cultural rituals.

When I evaluate consumer startups, I ask less about “what makes your product unique” and more about “what makes your distribution defensible.”

The product advantage will fade. Distribution advantage compounds.


#india #startups #future #culture #consumer","https://www.linkedin.com/posts/rishabhmariwala_india-startups-future-activity-7368847714232569857-G3w3?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7368847714232569857","7363084603189846016",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7368122947603009537",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-09-01 05:30:03","3 months ago • Visible to anyone on or off LinkedIn","1756697403813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","82","0","8","276","11","4","3","301","The myth of “category creation.”

Every founder dreams of being a category creator. It sounds glamorous. It sounds like legacy.

But in reality, most categories are not created from scratch. They are reframed. They emerge from solving a real customer pain so well that people start seeing the problem differently.

Think about D2C in India. The strongest brands were not creating new needs. 

They were addressing existing ones in better, more relevant ways convenience, trust, design, distribution.

Category creation is not about press headlines. It is about changing behaviour. 

If your product is not altering habits, you are not building a new category. You are adding noise to an old one.


#india #startups #growth #mindset #success","https://www.linkedin.com/posts/rishabhmariwala_india-startups-growth-activity-7368122947603009537-8Qij?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7368122947603009537","7363084400491749376",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7367028243348094977",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-08-29 05:00:05","3 months ago • Visible to anyone on or off LinkedIn","1756436405980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","92","0","42","788","29","9","6","870","You can tell what stage a company is in by looking at how the founder spends their time.

In the early days, most of it goes into product. Sitting with customers, building features, fixing bugs.

At growth stage, it shifts toward team hiring, training, aligning.

Later, it becomes about capital, partnerships, and external leverage.

The mistake I see is when founders misalign their calendars. 

Seed-stage founders spending most of their week pitching investors instead of building. 

Series B founders still micromanaging features while culture slips through the cracks.

Your calendar is not just about time management. It is a strategy document. If it does not match your company’s stage, you are already behind.


#startups #entrepreneurship #strategy #growth #mindset #success","https://www.linkedin.com/posts/rishabhmariwala_startups-entrepreneurship-strategy-activity-7367028243348094977-7QVF?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7367028243348094977","7363084154726420480",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7366326134201794560",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-08-27 06:30:10","3 months ago • Visible to anyone on or off LinkedIn","1756269010115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","78","0","13","279","8","9","3","306","I see founders chase funding because “it’s available” or because “the market is hot.”

The problem is, when you raise before you are ready, the capital creates expectations you cannot meet. Suddenly you need to grow faster, hire senior talent, expand into new markets. But your product is still figuring out retention.

This mismatch between capital and capability is what breaks early-stage companies. The pressure pushes founders to make short-term decisions, cut corners, and burn trust with investors.

Here is the truth: there is nothing wrong with waiting. Waiting until your product has depth. Waiting until your early users stay without incentives. Waiting until your numbers tell a clear story.

Capital amplifies whatever is already there. If you are not yet ready, it amplifies chaos.


#india #startups #growth #mindset #success","https://www.linkedin.com/posts/rishabhmariwala_india-startups-growth-activity-7366326134201794560-aoi1?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7366326134201794560","7363083897196228608",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7365593808094347264",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-08-25 06:00:09","3 months ago • Visible to anyone on or off LinkedIn","1756094409965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","74","0","18","418","19","2","3","459","When I ask a founder about burn, I am not only asking about numbers. I am asking about culture.

High burn often means two things: either lack of clarity on priorities or a belief that money will fix every problem.

On the other hand, teams that stretch every rupee, that show frugality in early years, usually carry that discipline into scale.

Capital is fuel, but culture is the engine. If the engine is weak, more fuel only creates a bigger fire.


#startups #finance #funding #future #success","https://www.linkedin.com/posts/rishabhmariwala_startups-finance-funding-activity-7365593808094347264-qG9X?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7365593808094347264","7363083439123709954",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7364506615061897216",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-08-22 06:00:02","3 months ago • Visible to anyone on or off LinkedIn","1755835202947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","91","1","11","339","20","1","8","382","Every founder wants to “build a brand.” I hear it in almost every pitch.

But awareness without affinity is empty. People might know your name, but will they choose you when it matters?

In consumer categories, the strongest brands are built quietly. They win through repeat use, word-of-mouth, and emotional stickiness.

Big spends on advertising can get you awareness. Affinity takes years of consistent product truth.

Ask yourself: Do I want to be seen, or do I want to be chosen?


#india #startups #brand #growth #success","https://www.linkedin.com/posts/rishabhmariwala_india-startups-brand-activity-7364506615061897216-pQAZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7364506615061897216","7363083265760444416",
"Rishabh","Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor","Mariwala","https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY","rishabhmariwala",,,,,"urn:li:activity:7363774286278332416",,,,,,,,,,,,,,,,,,,,,,,,,,,,"dXJuOmxpOmFjdGl2aXR5OjcyODk1OTkwODk1OTAwOTk5NjgtMTczNzk3NTg1NzEyMA==","regular","2025-08-20 05:30:02","3 months ago • Visible to anyone on or off LinkedIn","1755660602159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","77","0","2","286","15","1","8","313","“Move fast” has become gospel in startup culture.

But speed without clarity multiplies mistakes.

You scale a leaky funnel.
You expand before nailing product–market fit.
You burn capital to chase growth curves that flatten in months.

The best founders know when to sprint and when to pause. They slow down to understand their customer. They fix the leak before pouring fuel.

Discipline is not the opposite of speed. It is what makes speed matter.


#india #startups #mindset #growth #success","https://www.linkedin.com/posts/rishabhmariwala_india-startups-mindset-activity-7363774286278332416-u43x?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I","7363774286278332416","7363083098269401090",
